a,b,c,n,v
2018-04-14,2018-04-16,2018-03-15,gf,335.1
2019-01-02,2019-01-04,2018-12-31,us,335.2
2018-06-29,2018-07-01,2018-03-30,gb,335.2
2018-11-28,2018-11-30,2018-08-06,ch,335.6
2018-06-18,2018-06-20,2018-06-06,null,335.6
2018-04-22,2018-04-24,2018-04-21,ch,335.6
2018-07-02,2018-07-04,2018-07-02,de,335.6
2018-01-05,2018-01-07,2018-01-02,fr,335.8
2018-05-25,2018-05-26,2018-03-28,sg,335.9
2018-05-25,2018-05-26,2018-04-02,us,335.9
2018-06-14,2018-06-17,2018-03-26,ch,335.9
2018-07-25,2018-07-26,2018-07-12,my,336.2
2018-11-05,2018-11-07,2018-10-25,gf,336.2
2018-10-12,2018-10-14,2018-09-07,ch,336.2
2018-02-15,2018-02-17,2018-01-31,de,336.2
2018-09-29,2018-10-01,2018-09-02,sg,336.2
2018-07-16,2018-07-18,2017-11-29,cn,336.2
2018-11-16,2018-11-18,2018-09-21,ch,336.2
2018-08-30,2018-09-01,2018-08-06,ch,336.6
2018-09-06,2018-09-08,2018-08-27,ch,336.6
2018-01-31,2018-02-02,2017-11-29,ch,336.8
2018-05-30,2018-05-31,2018-04-04,ch,337
2018-07-29,2018-07-31,2018-01-16,ch,337.2
2018-04-09,2018-04-11,2018-03-29,tw,337.2
2018-07-23,2018-07-25,2018-07-04,ae,337.2
2018-07-29,2018-07-31,2018-01-16,ch,337.2
2018-02-08,2018-02-10,2018-01-31,it,337.2
2018-09-16,2018-09-18,2018-09-12,de,337.3
2017-12-20,2017-12-22,2017-10-26,null,337.8
2017-12-20,2017-12-22,2017-10-26,null,337.8
2017-12-20,2017-12-22,2017-10-26,null,337.8
2018-07-16,2018-07-18,2018-07-10,gb,338.2
2018-03-25,2018-03-27,2018-01-10,es,338.2
2018-09-21,2018-09-23,2018-07-25,us,338.2
2018-09-03,2018-09-05,2018-08-30,de,338.6
2018-09-09,2018-09-11,2018-08-31,at,338.6
2018-10-21,2018-10-23,2018-09-19,de,338.6
2018-10-21,2018-10-23,2018-09-19,de,338.6
2018-10-21,2018-10-23,2018-09-19,de,338.6
2018-09-02,2018-09-05,2018-08-27,de,338.9
2018-03-05,2018-03-07,2018-02-26,ch,339.6
2018-05-18,2018-05-21,2018-05-13,nl,339.9
2018-01-31,2018-02-03,2017-12-30,it,339.9
2018-08-31,2018-09-02,2018-03-22,gf,340
2018-04-29,2018-05-01,2018-03-09,br,340.2
2018-07-27,2018-07-29,2018-03-25,kr,340.2
2018-07-27,2018-07-29,2018-03-25,kr,340.2
2018-06-25,2018-06-27,2018-04-07,ch,340.25
2018-01-21,2018-01-24,2017-12-17,ch,340.9
2018-02-02,2018-02-05,2018-01-30,nl,340.9
2017-12-18,2017-12-22,2017-10-26,de,341.2
2018-06-13,2018-06-14,2017-11-29,fr,341.2
2018-11-16,2018-11-18,2018-09-22,gf,341.2
2017-12-20,2017-12-22,2017-10-26,null,341.2
2018-01-04,2018-01-08,2018-01-04,ch,341.2
2018-04-08,2018-04-10,2018-03-14,au,341.2
2018-04-08,2018-04-10,2018-03-14,au,341.2
2018-07-12,2018-07-14,2018-07-12,ch,341.6
2018-08-08,2018-08-10,2018-08-06,gb,341.6
2018-07-12,2018-07-14,2018-07-05,ch,341.6
2018-08-29,2018-08-31,2018-08-07,de,341.6
2018-10-15,2018-10-17,2018-10-10,gf,341.8
2018-01-15,2018-01-18,2017-12-18,gb,341.9
2018-12-19,2018-12-21,2018-12-01,ch,342.2
2018-05-26,2018-05-28,2018-05-02,gb,342.2
2018-11-28,2018-11-30,2018-10-29,gf,342.6
2018-12-11,2018-12-13,2018-11-26,gf,342.6
2018-08-22,2018-08-24,2018-08-15,ch,342.6
2018-12-04,2018-12-05,2018-11-28,gf,343.2
2018-04-09,2018-04-11,2017-12-17,ar,343.2
2018-09-26,2018-09-28,2018-02-21,au,343.2
2017-12-31,2018-01-02,2017-12-12,ve,343.2
2018-06-27,2018-06-29,2018-01-01,kr,343.2
2018-11-11,2018-11-13,2018-11-05,ch,343.2
2018-12-28,2018-12-31,2018-09-15,pl,343.8
2018-06-26,2018-06-27,2018-04-22,ch,343.9
2018-12-17,2018-12-19,2018-12-13,us,344
2018-05-03,2018-05-05,2018-05-01,ph,344.2
2018-11-08,2018-11-10,2018-09-20,ch,344.6
2018-10-29,2018-10-31,2018-09-14,ch,344.6
2018-08-06,2018-08-08,2018-08-01,cn,344.6
2018-06-30,2018-07-03,2018-06-18,us,344.9
2018-06-29,2018-07-01,2018-06-18,de,345.2
2018-07-07,2018-07-09,2018-04-18,jp,345.2
2018-01-30,2018-02-01,2018-01-24,fr,345.4
2018-08-07,2018-08-08,2017-11-29,au,345.6
2018-08-07,2018-08-08,2017-11-29,au,345.6
2018-10-11,2018-10-13,2018-08-28,de,345.6
2018-06-04,2018-06-06,2018-05-01,ch,345.6
2018-07-18,2018-07-19,2018-03-28,tr,345.6
2018-08-07,2018-08-08,2017-11-29,au,345.6
2018-02-26,2018-02-28,2018-02-26,cn,345.6
2018-08-07,2018-08-08,2017-11-29,au,345.6
2018-10-10,2018-10-13,2018-07-20,ch,345.9
2018-08-26,2018-08-28,2018-02-02,us,346.2
2018-04-24,2018-04-25,2017-11-29,th,346.2
2018-04-24,2018-04-25,2017-11-29,th,346.2
2018-04-25,2018-04-26,2018-01-04,th,346.2
2018-05-04,2018-05-05,2017-11-29,th,346.2
2018-05-04,2018-05-05,2017-11-29,th,346.2
2018-04-25,2018-04-26,2018-01-04,th,346.2
2018-05-04,2018-05-05,2017-11-29,th,346.2
2018-06-21,2018-06-23,2018-06-04,be,346.6
2018-08-02,2018-08-04,2018-06-13,tw,346.6
2018-08-02,2018-08-04,2018-06-13,tw,346.6
2018-06-20,2018-06-22,2018-06-18,ch,346.6
2018-06-21,2018-06-23,2018-06-04,be,346.6
2018-06-21,2018-06-23,2018-06-04,de,346.6
2018-04-10,2018-04-12,2018-02-19,si,346.6
2018-11-03,2018-11-04,2018-10-07,it,346.6
2018-06-21,2018-06-23,2018-06-04,de,346.6
2018-06-21,2018-06-23,2018-06-04,de,346.6
2018-06-21,2018-06-23,2018-06-04,be,346.6
2018-01-19,2018-01-22,2017-11-29,sg,346.8
2018-03-08,2018-03-11,2017-12-07,fr,346.9
2018-06-05,2018-06-06,2018-03-27,cn,347
2018-02-12,2018-02-14,2017-12-28,gb,347.1
2018-02-14,2018-02-16,2018-02-11,fr,347.2
2018-04-09,2018-04-11,2018-04-09,ch,347.2
2018-10-26,2018-10-28,2018-09-21,gf,347.2
2018-01-07,2018-01-09,2018-01-05,kr,347.2
2018-06-08,2018-06-10,2018-05-28,de,347.2
2018-07-23,2018-07-25,2018-07-19,ch,348.2
2018-07-19,2018-07-21,2018-06-25,gf,348.2
2018-02-01,2018-02-03,2018-02-01,gf,348.5
2018-09-20,2018-09-22,2018-06-25,ch,348.6
2018-11-21,2018-11-23,2018-11-16,ch,348.6
2018-09-26,2018-09-28,2018-09-24,ch,348.6
2018-09-24,2018-09-26,2018-07-31,be,348.6
2018-06-01,2018-06-03,2018-05-28,ch,349.1
2018-01-18,2018-01-19,2017-11-29,cn,349.2
2018-11-09,2018-11-11,2018-10-28,it,349.2
2017-12-30,2018-01-04,2017-12-21,ca,349.5
2018-07-09,2018-07-11,2018-06-27,ch,349.6
2018-05-19,2018-05-21,2018-05-01,gf,350.2
2018-07-19,2018-07-21,2018-07-05,my,350.2
2018-04-20,2018-04-22,2018-03-13,ch,350.2
2018-07-19,2018-07-21,2018-07-05,my,350.2
2018-12-28,2018-12-30,2018-12-03,sg,350.2
2018-08-07,2018-08-09,2018-07-18,de,350.6
2018-10-19,2018-10-21,2018-09-17,gf,350.6
2018-08-19,2018-08-21,2018-08-18,ru,351.2
2018-07-08,2018-07-10,2018-06-29,ee,351.2
2018-04-03,2018-04-05,2018-02-20,th,351.2
2018-11-30,2018-12-02,2018-09-05,ch,351.6
2018-10-22,2018-10-24,2018-09-25,ch,351.6
2018-04-15,2018-04-18,2018-02-28,cn,351.6
2018-08-17,2018-08-19,2018-07-18,us,351.6
2018-09-15,2018-09-16,2018-09-01,ch,352.2
2018-07-23,2018-07-25,2018-05-15,au,353.2
2018-07-23,2018-07-25,2018-05-15,au,353.2
2018-07-02,2018-07-04,2018-06-27,gf,353.6
2018-09-12,2018-09-15,2018-08-24,ch,353.7
2018-06-02,2018-06-05,2018-01-29,do,353.7
2018-05-30,2018-06-03,2018-02-05,de,354
2018-02-07,2018-02-11,2018-02-03,de,354
2018-04-18,2018-04-22,2018-02-05,de,354
2018-07-22,2018-07-24,2018-07-12,br,354.2
2018-12-20,2018-12-22,2018-12-20,it,354.2
2018-07-29,2018-07-31,2018-06-16,kr,354.2
2018-02-16,2018-02-19,2018-02-15,lv,354.9
2018-08-23,2018-08-26,2018-05-12,kr,354.9
2018-07-11,2018-07-14,2018-05-30,ch,354.9
2018-09-01,2018-09-03,2018-08-23,gb,355.2
2018-04-03,2018-04-05,2018-04-03,cl,355.2
2018-08-25,2018-08-27,2018-08-23,gb,355.6
2018-05-30,2018-06-01,2018-05-24,ch,355.6
2018-03-19,2018-03-21,2017-11-29,ch,355.6
2018-10-19,2018-10-22,2018-02-09,be,355.8
2018-10-19,2018-10-22,2018-02-09,be,355.8
2018-10-19,2018-10-22,2018-02-09,be,355.8
2018-02-01,2018-02-04,2018-01-16,us,355.9
2018-08-31,2018-09-02,2018-08-30,cn,356
2018-08-10,2018-08-12,2018-07-12,ch,356.2
2018-04-16,2018-04-18,2018-04-12,ch,356.6
2018-07-20,2018-07-23,2018-06-27,fr,356.9
2018-01-31,2018-02-03,2017-12-21,gb,356.9
2018-04-22,2018-04-24,2018-03-23,null,357.1
2018-05-11,2018-05-13,2018-01-07,ch,357.2
2018-05-13,2018-05-15,2018-01-07,ph,357.2
2018-05-13,2018-05-15,2018-01-07,ph,357.2
2018-04-05,2018-04-07,2017-12-03,ar,357.2
2018-04-05,2018-04-07,2017-12-03,ar,357.2
2018-10-10,2018-10-14,2018-02-05,de,357.4
2018-03-02,2018-03-04,2018-02-27,de,357.8
2018-05-12,2018-05-14,2018-03-13,at,358.2
2018-05-11,2018-05-13,2018-05-09,ch,358.2
2018-04-16,2018-04-17,2018-04-06,ch,359
2018-05-02,2018-05-04,2018-04-18,gf,359.1
2018-09-15,2018-09-17,2018-03-23,us,359.2
2018-09-15,2018-09-17,2018-03-23,us,359.2
2018-03-11,2018-03-13,2018-03-10,gb,359.2
2018-08-01,2018-08-05,2018-08-01,cn,359.6
2017-12-23,2017-12-26,2017-12-22,ch,359.8
2018-01-08,2018-01-11,2018-01-04,ch,359.9
2018-10-28,2018-10-31,2018-10-11,at,359.9
2018-11-14,2018-11-16,2018-06-17,au,360.2
2018-05-07,2018-05-09,2018-05-07,gf,360.2
2018-05-07,2018-05-09,2018-05-07,gf,360.2
2018-12-15,2018-12-17,2018-09-08,sg,360.2
2018-03-06,2018-03-08,2018-03-06,ch,360.6
2018-10-22,2018-10-24,2018-10-13,es,360.6
2018-06-11,2018-06-13,2018-05-09,nl,360.6
2018-03-21,2018-03-23,2018-02-14,ch,360.6
2018-06-11,2018-06-13,2018-05-09,nl,360.6
2018-05-22,2018-05-24,2018-04-26,dk,360.6
2018-03-07,2018-03-09,2017-12-20,ch,360.75
2018-09-17,2018-09-19,2018-08-21,ch,360.8
2018-01-31,2018-02-03,2018-01-23,ch,360.9
2018-06-28,2018-07-01,2018-01-23,ch,360.9
2018-08-10,2018-08-13,2018-08-09,fr,360.9
2017-12-28,2017-12-30,2017-11-29,gb,361.2
2018-12-12,2018-12-16,2018-06-08,de,361.2
2018-06-08,2018-06-10,2018-06-06,be,361.2
2017-12-28,2017-12-30,2017-11-29,gb,361.2
2018-03-23,2018-03-25,2018-02-21,gf,361.2
2018-12-22,2018-12-24,2018-09-07,ch,361.6
2018-08-13,2018-08-15,2018-07-25,ch,361.6
2018-03-04,2018-03-07,2018-02-28,ch,361.6
2018-09-03,2018-09-05,2018-09-03,ch,361.6
2018-05-18,2018-05-21,2018-04-05,br,361.9
2018-04-29,2018-05-02,2018-04-24,ru,361.9
2018-10-29,2018-10-31,2018-08-21,ch,362.2
2018-07-08,2018-07-10,2018-06-21,us,362.2
2018-02-16,2018-02-18,2017-11-29,ch,362.25
2018-01-04,2018-01-07,2018-01-04,it,362.4
2018-05-02,2018-05-04,2018-04-30,ch,362.6
2018-04-06,2018-04-08,2018-02-08,de,363.2
2018-05-02,2018-05-04,2018-04-08,gf,363.2
2018-07-19,2018-07-20,2018-06-23,kr,363.2
2018-02-28,2018-03-02,2018-02-26,be,363.6
2018-05-30,2018-06-01,2018-03-29,ch,363.6
2018-02-28,2018-03-02,2018-02-26,be,363.6
2018-02-26,2018-02-28,2018-02-25,nl,363.6
2018-05-28,2018-05-30,2018-03-30,fr,363.6
2018-08-20,2018-08-22,2018-08-09,gf,363.6
2018-04-03,2018-04-06,2018-03-27,et,363.9
2018-08-13,2018-08-15,2018-07-17,us,364.2
2018-06-20,2018-06-22,2018-06-14,kr,364.3
2018-01-29,2018-01-31,2018-01-03,de,364.6
2018-01-29,2018-01-31,2018-01-03,de,364.6
2018-09-15,2018-09-17,2018-09-08,hk,365.2
2018-06-18,2018-06-20,2017-11-29,cz,365.2
2018-07-11,2018-07-13,2018-03-10,jp,365.2
2018-02-05,2018-02-08,2018-01-31,de,365.6
2018-02-11,2018-02-14,2017-12-28,de,365.9
2018-01-31,2018-02-03,2017-11-29,de,365.9
2018-08-31,2018-09-02,2018-05-16,de,365.9
2018-01-31,2018-02-03,2017-11-29,at,365.9
2018-05-10,2018-05-12,2018-04-04,gf,365.9
2018-08-30,2018-09-01,2018-03-20,de,365.9
2017-12-31,2018-01-02,2017-12-11,id,366.2
2018-06-15,2018-06-17,2018-06-11,de,366.2
2018-06-07,2018-06-10,2018-05-11,us,366.45
2018-11-29,2018-12-01,2018-11-20,gf,366.6
2018-08-25,2018-08-27,2018-05-05,it,367.2
2018-05-01,2018-05-03,2018-04-14,de,367.2
2018-09-28,2018-09-30,2018-09-15,it,367.2
2018-01-16,2018-01-18,2018-01-02,gb,367.2
2018-09-20,2018-09-22,2018-06-25,ch,367.6
2018-04-22,2018-04-24,2018-04-15,gf,367.6
2018-04-23,2018-04-25,2018-04-20,ch,367.6
2018-09-20,2018-09-22,2018-06-25,ch,367.6
2018-02-16,2018-02-18,2018-02-12,ch,367.6
2018-12-21,2018-12-23,2018-05-20,my,367.8
2018-10-28,2018-10-31,2018-10-04,de,367.9
2018-04-10,2018-04-12,2018-02-25,ru,368
2018-07-12,2018-07-14,2018-06-30,ch,368.2
2018-01-31,2018-02-02,2018-01-19,ch,368.6
2018-10-05,2018-10-08,2018-09-26,dk,368.9
2018-08-30,2018-09-02,2018-05-19,gf,368.9
2018-04-10,2018-04-12,2018-02-25,ru,369
2018-10-18,2018-10-20,2018-09-24,gf,369.2
2018-08-24,2018-08-26,2018-07-19,de,369.2
2018-02-01,2018-02-04,2017-12-06,my,369.8
2018-09-21,2018-09-23,2018-09-20,gb,370.2
2018-07-08,2018-07-10,2018-06-12,no,370.2
2018-08-06,2018-08-08,2018-05-13,fr,370.2
2018-08-16,2018-08-18,2018-08-15,de,370.6
2018-01-29,2018-01-31,2018-01-26,it,370.6
2018-05-29,2018-05-31,2018-05-27,us,370.6
2018-06-08,2018-06-11,2017-12-03,kr,370.8
2017-12-30,2018-01-01,2017-12-25,de,371.2
2018-11-05,2018-11-07,2018-10-06,ch,371.2
2018-06-12,2018-06-14,2017-12-07,de,371.2
2018-08-31,2018-09-01,2018-05-02,us,371.2
2018-12-09,2018-12-11,2018-10-25,de,371.2
2017-12-30,2018-01-01,2017-12-25,de,371.2
2018-10-25,2018-10-27,2018-10-20,ch,371.6
2018-09-17,2018-09-19,2018-09-16,ca,371.6
2018-04-10,2018-04-12,2018-04-01,ch,371.75
2018-06-28,2018-06-30,2018-02-17,de,372.2
2018-11-24,2018-11-26,2018-09-25,ch,372.2
2018-08-09,2018-08-11,2018-08-06,ch,372.2
2018-03-08,2018-03-11,2018-01-13,fr,372.9
2018-08-15,2018-08-18,2018-08-07,it,372.9
2018-10-10,2018-10-12,2018-10-09,fr,373.2
2018-10-11,2018-10-13,2018-09-07,ch,373.2
2018-05-02,2018-05-04,2018-01-04,jp,373.2
2018-05-02,2018-05-04,2018-01-04,jp,373.2
2018-03-15,2018-03-19,2017-12-02,de,373.2
2018-06-04,2018-06-06,2018-05-22,ch,373.6
2018-06-04,2018-06-06,2018-05-22,ch,373.6
2018-05-04,2018-05-06,2018-05-01,ch,373.8
2018-10-30,2018-11-02,2018-02-21,ch,373.9
2018-11-10,2018-11-13,2018-11-08,cn,374
2018-06-01,2018-06-05,2017-11-10,ch,374
2018-06-01,2018-06-05,2017-11-10,ch,374
2018-10-11,2018-10-13,2018-04-22,sg,374.2
2018-08-31,2018-09-03,2018-08-31,gf,374.9
2018-05-09,2018-05-12,2018-04-25,gf,374.9
2018-07-07,2018-07-10,2018-06-21,gf,375
2018-05-12,2018-05-14,2017-12-19,bg,375.2
2018-04-18,2018-04-21,2018-04-16,eg,375.3
2018-05-03,2018-05-05,2018-01-25,de,375.6
2018-12-20,2018-12-22,2018-10-11,nl,375.6
2018-12-20,2018-12-22,2018-10-11,nl,375.6
2018-09-23,2018-09-25,2018-09-03,de,375.6
2018-07-19,2018-07-22,2018-03-02,ch,375.8
2018-02-04,2018-02-07,2018-01-19,de,375.8
2018-08-28,2018-08-31,2018-07-09,ch,375.9
2018-06-10,2018-06-13,2018-05-05,kr,375.9
2018-09-29,2018-10-01,2018-07-26,us,376.2
2018-09-16,2018-09-18,2018-06-03,jp,376.2
2018-11-24,2018-11-26,2018-11-03,ch,376.2
2018-01-28,2018-02-02,2017-12-20,hr,376.5
2018-03-19,2018-03-21,2018-03-18,gf,377.1
2018-08-22,2018-08-24,2018-03-04,fr,377.2
2018-02-06,2018-02-08,2018-01-25,my,377.2
2018-10-15,2018-10-17,2018-07-22,jp,377.2
2018-11-16,2018-11-18,2018-08-07,ch,377.8
2017-12-19,2017-12-22,2017-10-26,null,377.9
2018-03-15,2018-03-19,2017-12-10,de,378.2
2018-01-28,2018-01-30,2018-01-10,gf,378.2
2018-09-08,2018-09-10,2018-08-05,us,378.2
2018-12-28,2019-01-01,2018-12-27,it,378.6
2018-10-15,2018-10-17,2018-10-15,fr,378.6
2017-12-20,2017-12-23,2017-12-20,jp,378.8
2018-08-23,2018-08-25,2018-07-27,ch,379.2
2018-08-22,2018-08-24,2018-08-09,ch,379.6
2018-09-23,2018-09-25,2018-09-20,ch,379.6
2018-11-15,2018-11-17,2018-11-05,ch,379.6
2018-05-31,2018-06-02,2018-02-28,ch,379.6
2018-09-28,2018-10-01,2018-03-25,ca,379.8
2017-12-22,2017-12-25,2017-11-29,us,379.8
2018-05-03,2018-05-06,2018-04-30,ru,380.9
2018-05-03,2018-05-06,2018-04-30,ru,380.9
2018-03-14,2018-03-16,2017-12-17,ch,380.9
2018-03-14,2018-03-16,2017-12-17,ch,380.9
2018-11-01,2018-11-03,2018-10-30,fr,381.2
2018-04-29,2018-05-01,2018-02-17,ar,381.2
2018-04-29,2018-05-01,2018-02-17,ar,381.2
2018-05-03,2018-05-06,2018-04-30,gf,381.2
2018-05-27,2018-05-29,2018-03-19,gf,381.2
2018-05-27,2018-05-29,2018-03-19,gf,381.2
2018-01-08,2018-01-10,2017-12-02,de,381.2
2018-05-27,2018-05-29,2018-03-19,gf,381.2
2018-01-08,2018-01-10,2017-12-02,de,381.2
2018-05-24,2018-05-26,2017-10-26,null,381.2
2018-03-01,2018-03-03,2018-01-05,gf,381.5
2018-09-25,2018-09-26,2018-09-25,ca,381.6
2018-11-08,2018-11-10,2018-11-07,ch,381.6
2018-01-19,2018-01-22,2018-01-18,gf,381.9
2018-07-30,2018-08-02,2018-07-17,ae,382.8
2018-09-06,2018-09-09,2018-04-06,de,382.9
2018-07-05,2018-07-07,2018-03-29,kr,383.2
2018-12-28,2018-12-30,2018-11-24,es,383.2
2017-12-29,2017-12-31,2017-11-29,au,383.2
2019-01-03,2019-01-07,2019-01-02,fr,383.2
2017-12-29,2017-12-31,2017-11-29,au,383.2
2018-01-10,2018-01-12,2018-01-04,ch,383.6
2018-03-08,2018-03-10,2018-02-02,ch,383.7
2018-10-10,2018-10-12,2018-09-17,jp,384.2
2018-10-09,2018-10-11,2018-10-03,ar,384.2
2018-04-04,2018-04-06,2018-02-26,mx,385.2
2018-01-15,2018-01-18,2018-01-14,ch,385.45
2018-03-02,2018-03-05,2017-11-29,jp,385.8
2018-03-31,2018-04-02,2018-03-06,kr,385.8
2019-01-01,2019-01-05,2018-12-22,fr,386.2
2018-12-06,2018-12-08,2018-09-25,ch,386.2
2018-03-14,2018-03-16,2018-02-28,ch,386.6
2018-02-28,2018-03-02,2018-02-17,ch,386.6
2017-12-13,2017-12-16,2017-11-29,de,386.9
2018-08-29,2018-08-31,2018-08-20,hk,387.6
2018-09-28,2018-10-01,2018-07-28,de,387.9
2017-12-31,2018-01-02,2017-11-29,it,388.1
2017-12-31,2018-01-02,2017-11-29,it,388.1
2018-04-15,2018-04-18,2018-02-28,gb,388.9
2018-08-15,2018-08-17,2018-08-06,sg,389.2
2018-08-15,2018-08-17,2018-08-06,sg,389.2
2018-11-25,2018-11-27,2018-07-26,ch,389.4
2018-09-03,2018-09-05,2018-08-20,ch,390
2018-11-04,2018-11-06,2018-10-28,ch,390.2
2018-10-29,2018-10-31,2018-10-04,ch,390.2
2018-03-14,2018-03-15,2018-02-23,th,390.4
2018-11-27,2018-11-29,2018-08-22,de,390.6
2018-10-03,2018-10-04,2018-08-09,no,390.6
2018-11-27,2018-11-29,2018-08-22,de,390.6
2018-06-11,2018-06-13,2018-05-29,be,390.6
2018-09-06,2018-09-08,2018-02-08,gf,390.6
2018-09-13,2018-09-15,2018-02-19,ca,390.7
2018-09-03,2018-09-06,2018-08-24,ch,390.9
2018-05-14,2018-05-16,2018-03-12,mx,391.2
2018-05-11,2018-05-13,2018-03-12,at,391.2
2018-05-11,2018-05-13,2018-03-12,at,391.2
2018-11-02,2018-11-04,2018-10-31,it,391.2
2018-04-13,2018-04-16,2018-04-11,es,391.3
2018-12-11,2018-12-13,2018-08-31,it,391.6
2018-06-07,2018-06-09,2018-02-19,us,391.6
2018-04-27,2018-04-30,2018-02-24,gf,391.8
2018-09-06,2018-09-08,2018-04-25,fr,392.6
2018-06-25,2018-06-27,2018-06-19,gb,392.6
2018-08-16,2018-08-19,2018-04-17,us,392.8
2018-07-15,2018-07-18,2018-07-10,at,392.9
2018-08-10,2018-08-12,2018-03-13,ch,393.2
2018-07-03,2018-07-04,2018-05-19,tw,393.6
2018-01-05,2018-01-08,2017-11-29,br,393.8
2018-09-21,2018-09-23,2018-03-11,hk,393.8
2018-08-18,2018-08-20,2018-03-10,sg,393.8
2018-07-15,2018-07-18,2018-05-07,it,393.9
2018-02-19,2018-02-22,2018-02-06,fr,393.9
2018-06-21,2018-06-24,2018-04-25,ru,393.9
2018-07-03,2018-07-06,2018-03-06,gf,393.9
2018-02-19,2018-02-22,2018-02-06,fr,393.9
2018-04-18,2018-04-19,2018-01-01,cn,394.1
2018-01-16,2018-01-18,2018-01-17,gf,394.2
2018-06-10,2018-06-12,2018-04-22,gf,394.2
2018-06-11,2018-06-12,2018-04-23,th,394.2
2018-06-11,2018-06-12,2018-04-23,th,394.2
2018-06-21,2018-06-23,2018-06-05,de,394.6
2018-06-21,2018-06-23,2018-06-05,de,394.6
2018-09-24,2018-09-25,2018-07-10,cn,394.7
2018-04-09,2018-04-11,2018-03-04,au,395.2
2018-04-09,2018-04-11,2018-03-04,au,395.2
2018-08-27,2018-08-29,2018-07-30,gf,395.6
2018-08-24,2018-08-26,2018-05-24,th,395.8
2018-01-31,2018-02-03,2017-12-16,pl,395.9
2018-06-25,2018-06-28,2017-12-20,ar,396.4
2018-10-15,2018-10-17,2018-10-11,it,396.6
2018-06-28,2018-06-30,2018-06-25,ch,396.6
2018-02-24,2018-02-26,2018-02-13,ch,396.6
2018-04-11,2018-04-13,2018-04-11,gf,397.2
2018-09-06,2018-09-09,2018-03-03,my,397.8
2018-09-06,2018-09-09,2018-03-03,my,397.8
2018-09-06,2018-09-09,2018-03-03,my,397.8
2018-10-15,2018-10-17,2018-10-12,hk,398.2
2018-11-06,2018-11-08,2018-10-31,pe,398.6
2018-07-03,2018-07-05,2018-07-02,gb,398.6
2018-11-06,2018-11-08,2018-11-01,us,398.6
2018-09-28,2018-10-01,2018-07-28,de,398.9
2018-06-07,2018-06-09,2018-05-24,kr,399.2
2018-01-31,2018-02-02,2018-01-26,it,399.6
2018-06-28,2018-06-29,2018-04-19,hk,399.6
2018-10-26,2018-10-28,2018-10-11,ch,399.9
2018-04-15,2018-04-20,2017-12-18,de,400
2018-04-22,2018-04-27,2017-12-18,de,400
2018-07-15,2018-07-20,2017-12-18,de,400
2018-11-25,2018-11-30,2017-12-18,de,400
2018-05-13,2018-05-18,2017-12-18,de,400
2018-10-26,2018-10-28,2018-10-23,nl,400.2
2018-11-24,2018-11-26,2018-11-03,ch,400.2
2018-01-30,2018-02-01,2018-01-29,ch,400.6
2018-08-29,2018-08-31,2018-07-30,gb,400.6
2018-01-30,2018-02-01,2018-01-29,ch,400.6
2018-10-02,2018-10-04,2018-09-13,ch,400.6
2018-05-25,2018-05-27,2018-05-19,ch,400.6
2018-04-11,2018-04-13,2018-03-22,gf,400.9
2018-02-15,2018-02-18,2017-10-26,null,400.9
2018-02-16,2018-02-18,2018-01-12,gf,401.2
2018-03-16,2018-03-18,2018-02-27,gf,401.2
2018-02-16,2018-02-18,2017-11-29,ch,401.2
2018-04-26,2018-04-28,2018-02-22,si,401.2
2018-01-04,2018-01-08,2018-01-04,ch,401.2
2018-09-12,2018-09-14,2017-10-26,null,401.2
2018-05-07,2018-05-08,2018-04-14,th,401.2
2018-04-28,2018-05-01,2018-04-26,gf,401.8
2018-01-03,2018-01-06,2017-11-29,au,401.8
2018-04-28,2018-05-01,2018-04-26,gf,401.8
2018-01-26,2018-01-29,2017-11-29,de,402.8
2018-06-29,2018-07-02,2017-11-29,tw,402.9
2018-06-29,2018-07-02,2017-11-29,tw,402.9
2018-06-29,2018-07-02,2017-11-29,tw,402.9
2018-02-12,2018-02-15,2018-02-07,de,402.9
2018-06-29,2018-07-02,2017-11-29,tw,402.9
2018-05-19,2018-05-21,2018-05-01,gf,403.2
2018-06-13,2018-06-15,2017-12-29,de,403.2
2018-06-13,2018-06-15,2017-12-29,de,403.2
2018-06-13,2018-06-15,2017-12-29,de,403.2
2018-06-13,2018-06-15,2017-12-29,de,403.2
2018-10-19,2018-10-22,2018-02-09,be,403.8
2018-11-27,2018-11-29,2018-11-21,de,404.1
2018-07-25,2018-07-28,2018-07-21,az,404.4
2017-12-26,2017-12-29,2017-12-15,ie,404.8
2018-07-18,2018-07-21,2018-05-26,ch,404.9
2018-02-16,2018-02-18,2018-01-13,ch,405.2
2018-05-28,2018-05-30,2018-05-24,be,405.6
2018-01-22,2018-01-25,2017-11-19,ch,405.9
2018-09-14,2018-09-17,2018-07-24,ch,405.9
2018-07-02,2018-07-05,2018-06-12,ch,405.9
2018-02-22,2018-02-25,2018-01-15,ch,405.9
2018-11-16,2018-11-19,2018-09-30,ch,405.9
2018-09-10,2018-09-13,2017-11-19,bg,405.9
2018-02-22,2018-02-25,2018-01-15,ch,405.9
2018-02-22,2018-02-25,2018-01-15,ch,405.9
2018-07-17,2018-07-20,2018-07-17,de,405.9
2018-11-12,2018-11-15,2018-10-31,de,405.9
2018-05-08,2018-05-11,2018-04-30,ch,405.9
2017-12-26,2017-12-29,2017-12-23,ch,405.9
